,text,favorited,favoriteCount,replyToSN,created,truncated,replyToSID,id,replyToUID,statusSource,screenName,retweetCount,isRetweet,retweeted,longitude,latitude
233,@kriorge there's always the megabus,FALSE,0,kriorge,4/26/16 3:37,FALSE,7.25E+17,7.24805E+17,7.14E+17,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",Firecicle,0,FALSE,FALSE,NA,NA
234,Dumb criminal of the day  Passenger Arrested For Masturbating Up To Three HoursDuring Megabus Trip thought ... https://t.co/PYxmQWZaeU,FALSE,0,NA,4/26/16 3:25,FALSE,NA,7.24802E+17,NA,"<a href=""https://www.jumbotweet.com"" rel=""nofollow"">JumboTweet</a>",rambo84512547,1,FALSE,FALSE,NA,NA
235,*gets on the megabus* https://t.co/8SgIc2BTe9,FALSE,1,NA,4/26/16 3:10,FALSE,NA,7.24798E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",EvadneMunoz,0,FALSE,FALSE,NA,NA
236,"Hour 4 of megabus: Fat girl 1: ""Why am I so fat?"" Fat girl 2: ""I think it's genetics or something"". If ""something"" is cake then yes correct.",FALSE,2,NA,4/26/16 3:04,FALSE,NA,7.24796E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",TNT_Sonnen,1,FALSE,FALSE,NA,NA
237,Definitely can't megabus u out if u on ur period....u gotta walk and hopefully by da time u get there ur off or ima act like ion know u,FALSE,0,NA,4/26/16 2:56,FALSE,NA,7.24794E+17,NA,"<a href=""http://www.tweetcaster.com"" rel=""nofollow"">TweetCaster for Android</a>",DatzMyDJ,0,FALSE,FALSE,NA,NA
238,Bae finna Megabus u out? RT @coldestwinters: I was supposed to come this weekend ’Ê_’ü©’Ê_’üÕ,FALSE,0,NA,4/26/16 2:53,FALSE,NA,7.24794E+17,NA,"<a href=""http://www.tweetcaster.com"" rel=""nofollow"">TweetCaster for Android</a>",DatzMyDJ,0,FALSE,FALSE,NA,NA
239,@Anna_photo @megabus Never ending bad customer service.,FALSE,2,Anna_photo,4/26/16 2:51,FALSE,7.25E+17,7.24793E+17,174743718,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",SusannaTran,0,FALSE,FALSE,NA,NA
240,The cycle begins anew. https://t.co/5OpFdYM7GE,FALSE,2,NA,4/26/16 2:48,FALSE,NA,7.24792E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Anna_photo,0,FALSE,FALSE,NA,NA
241,".@megabus please see previous tweets, I'm looking for how contact of a customer service manager.",FALSE,1,megabus,4/26/16 2:45,FALSE,7.25E+17,7.24791E+17,30965315,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Anna_photo,0,FALSE,FALSE,NA,NA
242,@Anna_photo You can follow us and send us a DM.,FALSE,0,Anna_photo,4/26/16 2:41,FALSE,7.25E+17,7.2479E+17,174743718,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>",megabus,0,FALSE,FALSE,NA,NA
243,Still waiting to hear back from @megabus about how to reach them. Lol.,FALSE,1,NA,4/26/16 2:38,FALSE,NA,7.2479E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Anna_photo,0,FALSE,FALSE,NA,NA
244,"Hour 3 of megabus: 40 fags a day woman tries to sit next to me after break. Politely told her to piss off due to her stench, I'm surviving.",FALSE,3,NA,4/26/16 2:33,FALSE,NA,7.24789E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",TNT_Sonnen,0,FALSE,FALSE,NA,NA
245,Love this https://t.co/saiTjB15pa,FALSE,0,NA,4/26/16 2:24,FALSE,NA,7.24786E+17,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",MCreed1990,0,FALSE,FALSE,NA,NA
246,I want to go to pluckers tomorrow! I'm a megabus to BR what time ya coming get me @Whodat_chic ’Ê_’üâ’Ê_’üâ’Ê_’üâ’Ê_’üâ,FALSE,0,NA,4/26/16 2:12,FALSE,NA,7.24783E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Prince1787,0,FALSE,FALSE,NA,NA
247,You need to be planting fire extinguishers in your buses.    https://t.co/sFUQVnbMgY,FALSE,0,NA,4/26/16 2:02,FALSE,NA,7.24781E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",IAMKBP,0,FALSE,FALSE,NA,NA
248,@SlutsForKane Backes clogs the toilet on a cross country Megabus.,FALSE,1,SlutsForKane,4/26/16 2:01,FALSE,7.25E+17,7.2478E+17,1393663441,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",bkeathing3,0,FALSE,FALSE,NA,NA
249,@megabus I will never use mega bus again! Don't wait for customer service to resolve issues,FALSE,0,megabus,4/26/16 1:55,FALSE,NA,7.24779E+17,30965315,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",viviabbott,0,FALSE,FALSE,NA,NA
250,great feature is you can FINALLY take your bike on this bus - note to @GreyhoundBus &amp; @megabus,FALSE,0,tirpakma,4/26/16 1:37,FALSE,7.25E+17,7.24774E+17,494620458,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",tirpakma,0,FALSE,FALSE,NA,NA
251,Today on the way to my megabus I got into a car accident in my uber so safe to say NO MORE TRAVEL FOR ME.,FALSE,38,NA,4/26/16 1:27,FALSE,NA,7.24772E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",petal_pa,1,FALSE,FALSE,NA,NA
252,Hour 2 of the megabus journey: Hugely obese/pregnant lady gets in an argument with hooded youth with the IQ of a chimp,FALSE,4,NA,4/26/16 1:00,FALSE,NA,7.24765E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",TNT_Sonnen,1,FALSE,FALSE,NA,NA
253,THESE PEOPLE REALLY BROUGHT CHINESE TAKEOUT ON THE MEGABUS ARE YOU KIDDING ME,FALSE,0,NA,4/26/16 0:57,FALSE,NA,7.24764E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Gingerrr10141,0,FALSE,FALSE,NA,NA
254,my pretzels spilled all over the megabus and i can't stop laughing to myself like a goddamn maniac,FALSE,4,NA,4/26/16 0:47,FALSE,NA,7.24762E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",carlygee,0,FALSE,FALSE,NA,NA
255,@KatieWebster2 @RachyHanson going on a lil trip to London... On the megabus ’Ê_’ü_,FALSE,0,KatieWebster2,4/26/16 0:07,FALSE,7.25E+17,7.24752E+17,401454834,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",megancammiss,0,FALSE,FALSE,NA,NA
256,Managed to get tickets up north &amp; back for cheaper than a return ticket to work. God bless shitty Megabus,FALSE,2,NA,4/25/16 23:58,FALSE,NA,7.2475E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Dimmu8urger,0,FALSE,FALSE,NA,NA
257,Damned Straight! BestTry&amp;GoFundMe SoICanTripTheLightFanastic AtTheDemocraticRevolution Convention!RideShare/MegaBus? https://t.co/kDISotKZIr,FALSE,2,NA,4/25/16 23:46,FALSE,NA,7.24747E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",occupyhr_,0,FALSE,FALSE,NA,NA
258,my mom is a queen for driving my pathetically sick self to austin and then megabus-ing home late at night,FALSE,21,NA,4/25/16 23:39,FALSE,NA,7.24745E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",breannaw0rd,0,FALSE,FALSE,NA,NA
259,"Gotta love New York! #nyu #newyork #megabus @ New York, New York https://t.co/CXOtAnAV0u",FALSE,0,NA,4/25/16 23:13,FALSE,NA,7.24738E+17,NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",Rachel__Eliza,0,FALSE,FALSE,-74.0064,40.7142
260,"@ThisIsBeccaFaye it's MEGABUS-T 

i am but sad person",FALSE,0,ThisIsBeccaFaye,4/25/16 23:11,FALSE,7.25E+17,7.24738E+17,574127327,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",AerionFallen,0,FALSE,FALSE,NA,NA
261,@k8ter_tots Katie have you ever taken megabus lol,FALSE,0,k8ter_tots,4/25/16 23:11,FALSE,7.24E+17,7.24738E+17,35248102,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",carlyaquino,0,FALSE,FALSE,NA,NA
262,Worst experience ever on mega bus. Bus breaks down and mega bus refuses to send a new bus. Please Never take mega bus #megabus #megabussucks,FALSE,0,NA,4/25/16 23:10,FALSE,NA,7.24737E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",CHUNG_Nasty,0,FALSE,FALSE,NA,NA
263,HOLD ON. MY MEGABUS DOESNT HAVE WIFI. EXCUSE ME WHAT KIND OF TRASH IS THIS,FALSE,7,NA,4/25/16 23:09,FALSE,NA,7.24737E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",ThisIsBeccaFaye,0,FALSE,FALSE,NA,NA
264,@megabus Thank you!,FALSE,0,megabus,4/25/16 23:04,FALSE,7.24E+17,7.24736E+17,30965315,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",lin4869,0,FALSE,FALSE,NA,NA
265,Sitting on the lower deck of a Megabus for a change. Feels a lot roomier!,FALSE,0,NA,4/25/16 22:35,FALSE,NA,7.24729E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",pikdig,0,FALSE,FALSE,NA,NA
266,@lilclammy  We'd like to look into this for you. Please send us a DM of your reservation number,FALSE,0,lilclammy,4/25/16 22:26,FALSE,7.25E+17,7.24726E+17,4886221599,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>",megabus,0,FALSE,FALSE,NA,NA
267,@megabus good looks https://t.co/cuOv3eEZEo,FALSE,0,megabus,4/25/16 22:24,FALSE,NA,7.24726E+17,30965315,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",lilclammy,0,FALSE,FALSE,NA,NA
268,I'm really glad my 17-21 hr Megabus/greyhound bus riding days are over! Lawd!!!,FALSE,0,NA,4/25/16 22:16,FALSE,NA,7.24724E+17,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M5)</a>",kuhfieyuh,0,FALSE,FALSE,NA,NA
269,What is the frequent flyer equivalent for @megabus ? That's 4 journeys in 3 days. ’Ê_’_ö,FALSE,0,NA,4/25/16 22:15,FALSE,NA,7.24724E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",wrahool,0,FALSE,FALSE,NA,NA
270,Ay @megabus get on @FAMOUSdotAF! https://t.co/Hu67hsGoMI #FamousAF,FALSE,0,NA,4/25/16 22:09,FALSE,NA,7.24722E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",SuperheroRoman,0,FALSE,FALSE,NA,NA
271,"@fartica_ericunt I've also done the Megabus red eye to Chicago from KC and its just like, ya sleep and ya wake up and you're there!",FALSE,1,fartica_ericunt,4/25/16 22:05,FALSE,7.25E+17,7.24721E+17,485829649,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",andreaksz,0,FALSE,FALSE,NA,NA
272,Did some video ticket give-aways for @TheEdgeNZ &amp; managed to match my hair to my bae @megabus 's poster! #brinestorm https://t.co/Y5jYjJxZRM,FALSE,0,NA,4/25/16 22:01,FALSE,NA,7.2472E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",AliceBrine,0,FALSE,FALSE,NA,NA
273,@Anna_photo @megabus don't even waste your time. This is the worst customer service period. They'll do the exact opposite of helping. GL :x,FALSE,1,Anna_photo,4/25/16 22:00,FALSE,7.25E+17,7.2472E+17,174743718,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",DaveHonda89,0,FALSE,FALSE,NA,NA
274,@megabus @mestizera they won't help you. They have the worst customer service I have ever experienced. Good luck,FALSE,0,megabus,4/25/16 21:58,FALSE,7.25E+17,7.24719E+17,30965315,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",DaveHonda89,0,FALSE,FALSE,NA,NA
275,@ChaseChewning @Guzmanfitness Megabus service Blacksburg to DC for $23. #publictransportation #meremortals https://t.co/beBGI1ZRLf,FALSE,1,ChaseChewning,4/25/16 21:57,FALSE,7.25E+17,7.24719E+17,536574700,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",zippyman818,0,FALSE,FALSE,NA,NA
276,Riding shotgun on the upper decker of a megabus. One of life's little thrills.,FALSE,1,NA,4/25/16 21:52,FALSE,NA,7.24718E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",CurtThaHurt,0,FALSE,FALSE,NA,NA
277,"@Maryhenzkelley 
Is this near @megabus stop? https://t.co/VOR7SGqNoO",FALSE,0,Maryhenzkelley,4/25/16 21:17,FALSE,NA,7.24709E+17,764534126,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",henz_mark,0,FALSE,FALSE,NA,NA
278,"oh i sure hope there's a new @epbyep before @sheffzinefest, i need giggles for the 2 x 5h+ megabus rides + trains..",FALSE,0,NA,4/25/16 21:17,FALSE,NA,7.24709E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",kissakerho,0,FALSE,FALSE,NA,NA
279,"@forrealjjong Have you considered taking the megabus instead of the train? ;; It's super cheap, especially when ordered in advance.",FALSE,1,forrealjjong,4/25/16 21:17,FALSE,7.25E+17,7.24709E+17,4775342675,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",jxngkeys,0,FALSE,FALSE,NA,NA
280,@mestizera We'd like to look into this for you. Please send us a DM of your reservation number,FALSE,0,mestizera,4/25/16 21:16,FALSE,7.25E+17,7.24709E+17,4822608311,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>",megabus,0,FALSE,FALSE,NA,NA
281,@neilhayden73 So so true and @weareshura @ohsistermusic are def at the top. I'll Megabus to the moon &amp; back to see these play ;p,FALSE,2,neilhayden73,4/25/16 21:11,FALSE,7.25E+17,7.24707E+17,354859229,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",LilVik,0,FALSE,FALSE,NA,NA
282,@ellymainx megabus innit lass,FALSE,0,ellymainx,4/25/16 21:05,FALSE,7.25E+17,7.24706E+17,1020787406,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",ashleighkellyyy,0,FALSE,FALSE,NA,NA
283,i think the megabus driver just pulled us over so he could go to dunks,FALSE,10,NA,4/25/16 21:01,FALSE,NA,7.24705E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",carlygee,0,FALSE,FALSE,NA,NA
284,"Tell me, is it really necessary to get on the Megabus and make it wreak of weed? I don't get it",FALSE,1,NA,4/25/16 20:56,FALSE,NA,7.24704E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RichGebbia,0,FALSE,FALSE,NA,NA
285,@schezar @megabus you sure it was the bridge that you burned? https://t.co/QeYn6yyS2n,FALSE,1,schezar,4/25/16 20:49,FALSE,7.25E+17,7.24702E+17,16435523,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Shinden9,0,FALSE,FALSE,NA,NA
286,"Bus was three hours late, how do I get my refund @megabus?",FALSE,0,NA,4/25/16 20:46,FALSE,NA,7.24701E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",mestizera,2,FALSE,FALSE,NA,NA
287,With big ole suitcases standing in the sun sweating and waiting for that Megabus to pull up,FALSE,0,NA,4/25/16 20:44,FALSE,NA,7.24701E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",theEthanKrane,0,FALSE,FALSE,NA,NA
288,They gon all be on 3rd street by Schlitz waiting on the Megabus  https://t.co/339CK6sXF3,FALSE,0,NA,4/25/16 20:42,FALSE,NA,7.247E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",theEthanKrane,1,FALSE,FALSE,NA,NA
289,Inner-city (@CoastBikes) &amp; inter-city (@megabus) travel available @ Marion Transit Center! #CarFreeDiet #Multimodal https://t.co/y6JRpfdmg3,FALSE,3,NA,4/25/16 20:42,FALSE,NA,7.247E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",GoHART,2,FALSE,FALSE,NA,NA
290,"Megabus is currently mega cold, mega smelly and mega squeaky",FALSE,4,NA,4/25/16 20:37,FALSE,NA,7.24699E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",beckysmithh,0,FALSE,FALSE,NA,NA
291,I couldn't put my jacket on cos av got t-rex arms and someone put their arm through the megabus seat gap n helped me #notallheroswearcapes,FALSE,4,NA,4/25/16 20:36,FALSE,NA,7.24699E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",evaemmerson,0,FALSE,FALSE,NA,NA
292,"@Harry_Buzz @BBCSport @thomascobb1 Yeah definitely lad, I'll pay his megabus fare",FALSE,0,Harry_Buzz,4/25/16 20:31,FALSE,7.25E+17,7.24697E+17,263680388,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",supply_curve,0,FALSE,FALSE,NA,NA
293,@_Rakuji hey do you need megabus for otakuthon?,FALSE,0,_Rakuji,4/25/16 20:24,FALSE,NA,7.24696E+17,109438527,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",_skycompass,0,FALSE,FALSE,NA,NA
294,@Chloe_suxxx it's called megabus if you ever need it x,FALSE,0,Chloe_suxxx,4/25/16 20:24,FALSE,7.25E+17,7.24696E+17,469638743,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",ChloeMojo26,0,FALSE,FALSE,NA,NA
295,Bout to make this whole megabus smell like curry.,FALSE,0,NA,4/25/16 20:23,FALSE,NA,7.24695E+17,NA,"<a href=""https://twitter.com/ZarinaMuhammad"" rel=""nofollow"">ZARINA BOT 3002</a>",ZarunaM,0,FALSE,FALSE,NA,NA
296,having such a good time watching the girl infront of me on the megabus play her music out loud and mime it for her snapchat story,FALSE,1,NA,4/25/16 20:12,FALSE,NA,7.24693E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",smackdemarco,0,FALSE,FALSE,NA,NA
297,@megabus that bad suspension is terrorist scary. Fix it fast or else. You've been warned.,FALSE,0,megabus,4/25/16 19:46,FALSE,NA,7.24686E+17,30965315,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",TheALLMarTy,0,FALSE,FALSE,NA,NA
298,@Anna_photo @JoshuaACNewman @megabus Seriously. Charge back the credit card and never ride with them again. I burned that bridge long ago.,FALSE,1,Anna_photo,4/25/16 19:43,FALSE,7.25E+17,7.24685E+17,174743718,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",schezar,1,FALSE,FALSE,NA,NA
299,@dunnotbhlad cant wait for soto. Wanna be my megabus,FALSE,0,dunnotbhlad,4/25/16 19:43,FALSE,7.25E+17,7.24685E+17,468454919,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Ollie_Cocris,0,FALSE,FALSE,NA,NA
300,Preparing for my last SF to LA Megabus experience,FALSE,2,NA,4/25/16 19:39,FALSE,NA,7.24684E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",kleedor,0,FALSE,FALSE,NA,NA
301,Is this a dager which I see before me? https://t.co/M8lNI7UyMz @megabus,FALSE,0,Anna_photo,4/25/16 19:39,FALSE,7.25E+17,7.24684E+17,174743718,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Anna_photo,0,FALSE,FALSE,NA,NA
302,PAX bros. Don't argue with @megabus on their horrible service. Just charge back the credit card and never use them again.,FALSE,4,NA,4/25/16 19:38,FALSE,NA,7.24684E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",schezar,0,FALSE,FALSE,NA,NA
303,"Because if I can't work this out with @megabus I might as well get a game out of it, even if I'm the only one playing.",FALSE,0,NA,4/25/16 19:34,FALSE,NA,7.24683E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Anna_photo,0,FALSE,FALSE,NA,NA
304,"Are there outlets on flights so that you can charge your phone while you fly yet? Airlines must be keeping up with things Megabus can do, Y?",FALSE,1,NA,4/25/16 19:30,FALSE,NA,7.24682E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",MsChiefJustice,0,FALSE,FALSE,NA,NA
305,"Considering starting a @megabus parody bot account, giving hilarious answers to frustrated customers. Whos got the skills to make this real?",FALSE,0,NA,4/25/16 19:29,FALSE,NA,7.24682E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Anna_photo,0,FALSE,FALSE,NA,NA
306,"The shoot is a 3 hour megabus ride outside of chicago in July if you're interested travel is covered, just let me know!!!",FALSE,9,NA,4/25/16 19:27,FALSE,NA,7.24681E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",ChelseaPoe666,0,FALSE,FALSE,NA,NA
307,"@Anna_photo @megabus which means that their job is not actually to help unhappy customers, but to help management not see unhappy customers.",FALSE,2,kalmes0,4/25/16 19:22,FALSE,7.25E+17,7.2468E+17,19247676,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",kalmes0,1,FALSE,FALSE,NA,NA
308,@Anna_photo @megabus I feel sorry for these reps. The lengths they go tell me they'll be punished for actually trying to help you.,FALSE,2,Anna_photo,4/25/16 19:21,FALSE,7.25E+17,7.2468E+17,174743718,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",kalmes0,0,FALSE,FALSE,NA,NA
309,Rep #3 said that they'd email me the email I can reach the fabled @megabus manager at. But instead emailed me a @megabus coupon. #ILoveIrony,FALSE,0,Anna_photo,4/25/16 19:17,FALSE,7.25E+17,7.24679E+17,174743718,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Anna_photo,1,FALSE,FALSE,NA,NA
310,"Bonus round. The @megabus rep DMing me, is one of reps who hung up on me when I asked for a manager. https://t.co/7GhHhdmlBb",FALSE,0,NA,4/25/16 19:14,FALSE,NA,7.24678E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Anna_photo,1,FALSE,FALSE,NA,NA
311,"@OSheaComputer Megabus is the literal definition of ""You get what you pay for.""",FALSE,0,OSheaComputer,4/25/16 19:11,FALSE,7.25E+17,7.24677E+17,130940629,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",MaxBurke,0,FALSE,FALSE,NA,NA
312,@Anna_photo so does @megabus customer service exist solely to make @BoltBus look good?,FALSE,3,Anna_photo,4/25/16 19:09,FALSE,NA,7.24677E+17,174743718,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",kalmes0,2,FALSE,FALSE,NA,NA
313,"This is the third @megabus rep who just hung up on me, rather then transferring me to a manager.",FALSE,0,Anna_photo,4/25/16 19:09,FALSE,7.25E+17,7.24677E+17,174743718,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Anna_photo,1,FALSE,FALSE,NA,NA
314,I went from stanning AB to literally wanting her to get hit by a megabus,FALSE,3,NA,4/25/16 19:09,FALSE,NA,7.24677E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",krisormound,1,FALSE,FALSE,NA,NA
315,"Me: Can I speak with your manager?
Rep: Sighs audibly and pauses. According to @megabus terms of service I'm terminating this call.",FALSE,0,Anna_photo,4/25/16 19:08,FALSE,7.25E+17,7.24677E+17,174743718,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Anna_photo,4,FALSE,FALSE,NA,NA
316,"Me: But @megabus asked me to call this number, the one I reached you at.
Rep: For further assistance you need to email @megabus",FALSE,0,Anna_photo,4/25/16 19:07,FALSE,7.25E+17,7.24676E+17,174743718,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Anna_photo,1,FALSE,FALSE,NA,NA
317,"Me: Wait, can you run that by me again, preferably in your own words
Rep: yes, @megabus has no number you can reach them about this at",FALSE,0,Anna_photo,4/25/16 19:04,FALSE,7.25E+17,7.24675E+17,174743718,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Anna_photo,2,FALSE,FALSE,NA,NA
318,It's cold af on this megabus!,FALSE,0,NA,4/25/16 19:04,FALSE,NA,7.24675E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",X_Misconceived,0,FALSE,FALSE,NA,NA
319,"Me: Is there another number I can reach a manager at?
Rep:No
Me: What you are saying right now, is that @megabus has no phone #?
Rep:Correct",FALSE,0,Anna_photo,4/25/16 19:02,FALSE,7.25E+17,7.24675E+17,174743718,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Anna_photo,2,FALSE,FALSE,NA,NA
320,So I called @megabus at the number they asked me to call them. I asked to speak with a manger. The rep refused.,FALSE,0,NA,4/25/16 19:00,FALSE,NA,7.24675E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Anna_photo,1,FALSE,FALSE,NA,NA
321,"@Anna_photo @megabus That's hilarious, considering I was - and am - in the room overhearing all this.",FALSE,1,Anna_photo,4/25/16 18:59,FALSE,7.25E+17,7.24674E+17,174743718,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",kalmes0,2,FALSE,FALSE,NA,NA
322,Now the @megabus driver is demanding that we break a $20 for him,FALSE,2,OSheaComputer,4/25/16 18:58,FALSE,7.25E+17,7.24674E+17,130940629,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",OSheaComputer,0,FALSE,FALSE,NA,NA
323,"@soccermusings #NWSL I tried to travel to Portland. From there, I took the Megabus to Seattle. I was able to ... https://t.co/wtmQbgwZ0a",FALSE,0,soccermusings,4/25/16 18:55,FALSE,7.25E+17,7.24673E+17,214720856,"<a href=""http://www.myplume.com/"" rel=""nofollow"">PlumeåÊforåÊAndroid</a>",justkhoai,0,FALSE,FALSE,NA,NA
324,@VIVANASIRA @MegabusHelp Hello. Please follow and DM us with your reservation number.,FALSE,0,VIVANASIRA,4/25/16 18:53,FALSE,7.25E+17,7.24673E+17,332927680,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>",megabus,0,FALSE,FALSE,NA,NA
