"","X","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude","date","time"
"475",475,"@megabus Boston to NYC, running 2-3 hours behind. Decided to take another carrier, how do I get a refund?",FALSE,2,"megabus","2016-04-25 00:31:00",FALSE,NA,724395421515296000,30965315,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Anna_photo",0,FALSE,FALSE,NA,NA,"04/25/16","00:31"
"476",476,"listening to chaleur humaine and having a pity party on this megabus",FALSE,0,NA,"2016-04-25 00:31:00",FALSE,NA,724395254946745856,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","annotatedcopyof",0,FALSE,FALSE,NA,NA,"04/25/16","00:31"
"477",477,"@megabus currently on M11 to Manc. why are your buses always so uncomfortable hot? It seems none of the air vents actually work. Ridiculous.",FALSE,1,"megabus","2016-04-25 00:27:00",FALSE,NA,724394367574744960,30965315,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","davethebairn87",0,FALSE,FALSE,NA,NA,"04/25/16","00:27"
"478",478,"What is this 2 hour delay I heard of @megabus and no customer service to even answer our questions",FALSE,2,NA,"2016-04-25 00:27:00",FALSE,NA,724394258522876928,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MarcCadag",0,FALSE,FALSE,NA,NA,"04/25/16","00:27"
"479",479,"RT @nomisro85: @OpenYoMouf @megabus and there's no reps telling us what happen or a update. #useless",FALSE,0,NA,"2016-04-25 00:24:00",FALSE,NA,724393497105673984,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","OpenYoMouf",1,TRUE,FALSE,NA,NA,"04/25/16","00:24"
"480",480,"RT @nomisro85: @OpenYoMouf @megabus Fucking up everybody at pax",FALSE,0,NA,"2016-04-25 00:24:00",FALSE,NA,724393491577638144,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","OpenYoMouf",1,TRUE,FALSE,NA,NA,"04/25/16","00:24"
"481",481,"@viviabbott Hello, can you please follow and DM us with your reservation number.",FALSE,0,"viviabbott","2016-04-25 00:19:00",FALSE,7.24e+17,724392322226593024,270121861,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","megabus",0,FALSE,FALSE,NA,NA,"04/25/16","00:19"
"482",482,"@megabus physically ill due to bus ride from hell. Rude and unprofessional bus driver",FALSE,1,"megabus","2016-04-25 00:17:00",FALSE,NA,724391910010276992,30965315,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","viviabbott",0,FALSE,FALSE,NA,NA,"04/25/16","00:17"
"483",483,"The person sitting next to me on the megabus won't stop rubbing around’Ê_’üÕ https://t.co/Q23Fru6KbU",FALSE,9,NA,"2016-04-25 00:16:00",FALSE,NA,724391561518320896,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TerriS97",0,FALSE,FALSE,NA,NA,"04/25/16","00:16"
"484",484,"RT @juliariordan10: Really glad megabus sent me an email saying that my bus broke down, I had no idea that was why we were sitting at the r‰Û_",FALSE,0,NA,"2016-04-25 00:15:00",FALSE,NA,724391413522279936,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","katherinemw11",2,TRUE,FALSE,NA,NA,"04/25/16","00:15"
"485",485,"@ButchDotyIRL That's what I used to get down, but I had to do greyhound to get back up to Chicago. Megabus is becoming my preferred option",FALSE,0,"ButchDotyIRL","2016-04-25 00:10:00",FALSE,7.24e+17,724390121089436928,352032135,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","winterfresh80",0,FALSE,FALSE,NA,NA,"04/25/16","00:10"
"486",486,"@winterfresh80 I‰Ûªve heard great things about MegaBus.",FALSE,1,"winterfresh80","2016-04-25 00:09:00",FALSE,7.24e+17,724389795988942080,237455040,"<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iëÙS</a>","ButchDotyIRL",0,FALSE,FALSE,NA,NA,"04/25/16","00:09"
"487",487,"HEHE me and Ches have the front seats on the megabus with all the windows I feel so fancy",FALSE,0,NA,"2016-04-25 00:04:00",FALSE,NA,724388508924697856,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","nataliesendukas",0,FALSE,FALSE,NA,NA,"04/25/16","00:04"
"488",488,"@megabus everyone was frantic and no one w/ megabus cared. I will never ever use your company again. Thank you Lucky Star for taking us home",FALSE,0,"megabus","2016-04-25 00:02:00",FALSE,NA,724388021466992000,30965315,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","SamanthaMysel",0,FALSE,FALSE,NA,NA,"04/25/16","00:02"
"489",489,"@megabus everyone on line said people have been waiting since 5:30. It was first come first serve. The line had at least 200 ppl waiting",FALSE,0,"megabus","2016-04-24 23:58:00",FALSE,NA,724387126121507968,30965315,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","SamanthaMysel",0,FALSE,FALSE,NA,NA,"04/24/16","23:58"
"490",490,"Thanks @megabus https://t.co/sc7vK1g2TT",FALSE,2,NA,"2016-04-24 23:57:00",FALSE,NA,724386808008728064,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ethanblouin",0,FALSE,FALSE,NA,NA,"04/24/16","23:57"
"491",491,"@megabus they completely chose to tell me over and over they couldn't assist me if I wasn't making them a sale. When I went to the bus line",FALSE,0,"megabus","2016-04-24 23:56:00",FALSE,NA,724386641595497984,30965315,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","SamanthaMysel",0,FALSE,FALSE,NA,NA,"04/24/16","23:56"
"492",492,"@megabus they told me to call customer service, who hung up on me. Two people, three disconnections. They all didn't even ask for my info",FALSE,0,"megabus","2016-04-24 23:55:00",FALSE,NA,724386312334236928,30965315,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","SamanthaMysel",0,FALSE,FALSE,NA,NA,"04/24/16","23:55"
"493",493,"@Shthwi1 @megabus we need a update!!!",FALSE,0,"Shthwi1","2016-04-24 23:55:00",FALSE,7.24e+17,724386259456647040,21545141,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","nomisro85",0,FALSE,FALSE,NA,NA,"04/24/16","23:55"
"494",494,"@OpenYoMouf @megabus and there's no reps telling us what happen or a update. #useless",FALSE,0,"OpenYoMouf","2016-04-24 23:54:00",FALSE,7.24e+17,724386185402040064,2246832845,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","nomisro85",1,FALSE,FALSE,NA,NA,"04/24/16","23:54"
"495",495,"@OpenYoMouf @megabus Fucking up everybody at pax",FALSE,0,"OpenYoMouf","2016-04-24 23:54:00",FALSE,7.24e+17,724386053335976960,2246832845,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","nomisro85",1,FALSE,FALSE,NA,NA,"04/24/16","23:54"
"496",496,"@megabus person, Liysha. She would not transfer me to her supervisor. Because I wasn't making a sale. When I went to the station front desk",FALSE,0,"megabus","2016-04-24 23:53:00",FALSE,NA,724385803728728064,30965315,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","SamanthaMysel",0,FALSE,FALSE,NA,NA,"04/24/16","23:53"
"497",497,"@megabus where do I start. Customer service hung up on my 3times. Lied stating there was another call but when I called back I got the same",FALSE,0,"megabus","2016-04-24 23:50:00",FALSE,NA,724385163564702976,30965315,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","SamanthaMysel",0,FALSE,FALSE,NA,NA,"04/24/16","23:50"
"498",498,"RT @Ythelastmatt: I sure hope @megabus offers refunds to shitty shitty trips like this one where I'll be sitting on the side of the road fo‰Û_",FALSE,0,NA,"2016-04-24 23:46:00",FALSE,NA,724383925888404992,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","FireThatBum",1,TRUE,FALSE,NA,NA,"04/24/16","23:46"
"499",499,"RT @WTFdidhesayatl: @megabus Your driver is terrible  should be FIRED. Young Female hit by car at rest stop and driver refused to get her b‰Û_",FALSE,0,NA,"2016-04-24 23:44:00",FALSE,NA,724383551244750080,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","FireThatBum",2,TRUE,FALSE,NA,NA,"04/24/16","23:44"
"500",500,"THIS is why I take @megabus whenever possible.",FALSE,0,NA,"2016-04-24 23:43:00",FALSE,NA,724383170678889984,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Stokar",0,FALSE,FALSE,NA,NA,"04/24/16","23:43"
"501",501,"@blakinola I'm still at the Megabus. 2 hour delay.",FALSE,0,"blakinola","2016-04-24 23:40:00",FALSE,7.24e+17,724382493831471104,37016801,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Zizidown",0,FALSE,FALSE,NA,NA,"04/24/16","23:40"
"502",502,"5:30, 6:00, 6:30, 7:00, 7:30 schedule passengers all lined up out the fuckin door waiting for a fucking @MegaBus (MegaShitBus)",FALSE,1,NA,"2016-04-24 23:37:00",FALSE,NA,724381816254259072,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","OpenYoMouf",0,FALSE,FALSE,NA,NA,"04/24/16","23:37"
"503",503,"@megabus 2 - 3 hour delays in Boston? Ridiculous",FALSE,1,"megabus","2016-04-24 23:37:00",FALSE,NA,724381786176916992,30965315,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M5)</a>","Shthwi1",0,FALSE,FALSE,NA,NA,"04/24/16","23:37"
"504",504,"Megabus has finally arrived in Boston. 5:30pm finally boarding to NY 2 hours later",FALSE,1,NA,"2016-04-24 23:37:00",FALSE,NA,724381683462577920,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ersgonzo",0,FALSE,FALSE,NA,NA,"04/24/16","23:37"
"505",505,"I dont drink &amp; drive.. @GreyhoundBus were sold out in Boston so I took @megabus ..NEVER AGAIN! 2 hr delay.. get some fucking reserve buses",FALSE,1,NA,"2016-04-24 23:35:00",FALSE,NA,724381375500024960,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","OpenYoMouf",0,FALSE,FALSE,NA,NA,"04/24/16","23:35"
"506",506,"RT @Bloom_Adam: It actually makes me sick the way Charlotte can actually take the megabus from Cornwall to London.",FALSE,0,NA,"2016-04-24 23:33:00",FALSE,NA,724380808761495040,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","CharlotteLindy",2,TRUE,FALSE,NA,NA,"04/24/16","23:33"
"507",507,"@megabus FUCKING SUUUUUUUUUUUUCKS DIIIIIIIIIIIIIIIIICK!! NEVER EVER EVER EVER TAKE MEGABUS juat wait till the next day fuck it. Holy fuck’Ê_’üâ’Ê_’üâ’Ê_’üâ",FALSE,1,"megabus","2016-04-24 23:33:00",FALSE,NA,724380776058503040,30965315,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","OpenYoMouf",0,FALSE,FALSE,NA,NA,"04/24/16","23:33"
"508",508,"OF COURSE. To top off everything this is the first time in months I've had someone sitting next to me on the megabus, why just why ’Ê_’üÕ",FALSE,0,NA,"2016-04-24 23:07:00",FALSE,NA,724374285939252992,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","shakethatshit_",0,FALSE,FALSE,NA,NA,"04/24/16","23:07"
"509",509,"nothing says happy Passover like the people sitting behind you on the megabus eating a bagel",FALSE,3,NA,"2016-04-24 22:59:00",FALSE,NA,724372236136800000,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","NOReosNmilk",0,FALSE,FALSE,NA,NA,"04/24/16","22:59"
"510",510,"Looking as unfriendly as possible on the Megabus has paid off &amp; given me my own seat. ’Ê_’_Î’Ê_’À_",FALSE,4,NA,"2016-04-24 22:59:00",FALSE,NA,724372156835060992,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","rdlovato",0,FALSE,FALSE,NA,NA,"04/24/16","22:59"
"511",511,"RT @willnevershutup: 11:12 become the ultimate megabus slag X",FALSE,0,NA,"2016-04-24 22:51:00",FALSE,NA,724370225819463040,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","sydney_sherry",2,TRUE,FALSE,NA,NA,"04/24/16","22:51"
"512",512,"@chris_redar yo i'm live-tweeting a 16 hr megabus ride with no ac tho",FALSE,1,"chris_redar","2016-04-24 22:48:00",FALSE,7.24e+17,724369528105345024,115429160,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","ourcityburning",0,FALSE,FALSE,NA,NA,"04/24/16","22:48"
"513",513,"Ion Even Remember The Last Time I Bought A Greyhound Or Megabus Ticket!",FALSE,0,NA,"2016-04-24 22:35:00",FALSE,NA,724366304686268032,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","KingMeekaaaa",0,FALSE,FALSE,NA,NA,"04/24/16","22:35"
"514",514,"@RupertThomson @Peteski42 
However it has reminded me to record #mocktheweek and book my megabus ticket
#penissausage 
#DaraOBrian",FALSE,2,"RupertThomson","2016-04-24 22:33:00",FALSE,7.24e+17,724365734487460992,281777234,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","lordRsBiscuits",0,FALSE,FALSE,NA,NA,"04/24/16","22:33"
"515",515,"@bloodbvnk wait nvm its like two weeks before take a megabus pleath",FALSE,2,"aaselfie","2016-04-24 22:32:00",FALSE,7.24e+17,724365378655267968,1239646075,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","aaselfie",0,FALSE,FALSE,NA,NA,"04/24/16","22:32"
"516",516,"@turntupjd @megabus could be worse? https://t.co/6JEOoR1Kq2",FALSE,1,"turntupjd","2016-04-24 22:29:00",FALSE,7.24e+17,724364608404892928,948632348,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jk_inco",0,FALSE,FALSE,NA,NA,"04/24/16","22:29"
"517",517,"Poss off to Leeds next month, do I save my money for trains or buy roller coaster tycoon and deal with the megabus’Ê_’«Ó’Ê_’«Ó’Ê_’«Ó",FALSE,0,NA,"2016-04-24 22:27:00",FALSE,NA,724364073492688000,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","courtneyb0yle",0,FALSE,FALSE,NA,NA,"04/24/16","22:27"
"518",518,"Sadly can't stream #GameofThrones on the megabus wifi so I guess I'll be completely avoiding the Internet tomorrow... #WinterIsHere",FALSE,1,NA,"2016-04-24 22:25:00",FALSE,NA,724363589239361024,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","laurenvrhodes",0,FALSE,FALSE,NA,NA,"04/24/16","22:25"
"519",519,"Our #megabus adventure. First bus did not arrive. Then on next bus we got stuck. Waited for tow truck 3 hours. https://t.co/lyyIgr0XUo",FALSE,0,NA,"2016-04-24 22:24:00",FALSE,NA,724363499720286080,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","WillWorkLearn",0,FALSE,FALSE,NA,NA,"04/24/16","22:24"
"520",520,"RT @willnevershutup: 11:12 become the ultimate megabus slag X",FALSE,0,NA,"2016-04-24 22:20:00",FALSE,NA,724362481926343936,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","The_Kay_Maynard",2,TRUE,FALSE,NA,NA,"04/24/16","22:20"
"521",521,"11:12 become the ultimate megabus slag X",FALSE,2,NA,"2016-04-24 22:12:00",FALSE,NA,724360332676836992,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","willnevershutup",2,FALSE,FALSE,NA,NA,"04/24/16","22:12"
"522",522,"@_condawg megabus all the way...I paid $40 for round trip !",FALSE,0,"_condawg","2016-04-24 22:11:00",FALSE,7.24e+17,724360235243175040,222640976,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","brianna_bowman",0,FALSE,FALSE,NA,NA,"04/24/16","22:11"
"523",523,"an added bonus to this megabus ride ’Ê_’_Î’Ê_’À_’Ê_’_Î’Ê_’À_’Ê_’_Î’Ê_’À_ https://t.co/V8d0REEljc",FALSE,5,NA,"2016-04-24 22:08:00",FALSE,NA,724359348516969984,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jenanddtonic",0,FALSE,FALSE,NA,NA,"04/24/16","22:08"
"524",524,"my megabus driver: ""when you go to the restroom gentlemen, please... aim... responsibly""",FALSE,0,NA,"2016-04-24 22:06:00",FALSE,NA,724358973734968960,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","smoltttt",0,FALSE,FALSE,NA,NA,"04/24/16","22:06"
"525",525,"study in causation: megabus leaves .5 hour late -&gt; hits traffic jam it would have missed -&gt; travel time incr of 3 hrs -&gt; overflowing toilet",FALSE,1,NA,"2016-04-24 21:53:00",FALSE,NA,724355525148851968,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BasicSoundsTOWR",0,FALSE,FALSE,NA,NA,"04/24/16","21:53"
"526",526,"The girl next to me bit into her juicy as fuck clementine &amp; it squirted directly on my lips. I hate megabus &amp; tasting citrus that isn't mine",FALSE,4,NA,"2016-04-24 21:52:00",FALSE,NA,724355334681287936,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Libster610",0,FALSE,FALSE,NA,NA,"04/24/16","21:52"
"527",527,"NINE DAYS AND NINE NIGHTS DID THE TRASH WIZARD RIDE A MEGABUS WITH NO AIR CONDITIONING",FALSE,0,"ourcityburning","2016-04-24 21:49:00",FALSE,7.24e+17,724354547091660032,259587689,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","ourcityburning",0,FALSE,FALSE,NA,NA,"04/24/16","21:49"
"528",528,"@DylanShah Yeah bad nite for NGDub. Originally said Mastiff Gibson hadnt make it (before sneak attack), I said Megabus must have broken down",FALSE,0,"DylanShah","2016-04-24 21:45:00",FALSE,7.24e+17,724353721019318016,58330295,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ChrisMonks_",0,FALSE,FALSE,NA,NA,"04/24/16","21:45"
"529",529,"@JNipress @Chrishainswort2 am travelling from Manchester. Megabus do cheap fares from å£1 to London, used them before. Suffragette outfit.  ’Ê_’ü_",FALSE,1,"JNipress","2016-04-24 21:44:00",FALSE,7.24e+17,724353262497987968,703626110,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","pastirka",0,FALSE,FALSE,NA,NA,"04/24/16","21:44"
"530",530,"RT @C2gd: Just watched #MurderedByMyFather on a Megabus. Two major psychological traumas in one massive Stanley knife, legroom shitstorm.",FALSE,0,NA,"2016-04-24 21:37:00",FALSE,NA,724351485631441920,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","kiransawar",1,TRUE,FALSE,NA,NA,"04/24/16","21:37"
"531",531,"@megabus your wifi is trash",FALSE,0,"megabus","2016-04-24 21:33:00",FALSE,NA,724350602109656960,30965315,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Hoff316",0,FALSE,FALSE,NA,NA,"04/24/16","21:33"
"532",532,"it's so hot on this megabus that the dude who sells headphones just gave away all the water bottles he was selling earlier",FALSE,0,NA,"2016-04-24 21:31:00",FALSE,NA,724350059274460928,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","ourcityburning",0,FALSE,FALSE,NA,NA,"04/24/16","21:31"
"533",533,"someone is having seder in the back of the megabus",FALSE,4,NA,"2016-04-24 21:25:00",FALSE,NA,724348563942182144,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","th1stleandweeds",1,FALSE,FALSE,NA,NA,"04/24/16","21:25"
"534",534,"@AnnaSaraa Hello, can you please follow and DM us with your reservation number.",FALSE,0,"AnnaSaraa","2016-04-24 21:19:00",FALSE,7.24e+17,724347137975262976,98692273,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","megabus",0,FALSE,FALSE,NA,NA,"04/24/16","21:19"
"535",535,"@truthfulapricot Hello, can you please follow and DM us with your reservation number.",FALSE,0,"truthfulapricot","2016-04-24 21:19:00",FALSE,7.24e+17,724346948640190080,132387066,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","megabus",0,FALSE,FALSE,NA,NA,"04/24/16","21:19"
"536",536,"@_condawg I think it's 80 round trip by megabus but if you book early enough you can get good deals",FALSE,1,"_condawg","2016-04-24 21:13:00",FALSE,7.24e+17,724345476582124928,222640976,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","niC00LeST0RYBR0",0,FALSE,FALSE,NA,NA,"04/24/16","21:13"
"537",537,"@megabus not the customers. https://t.co/6uGd6kFpnM",FALSE,0,"AnnaSaraa","2016-04-24 21:10:00",FALSE,7.24e+17,724344904785211008,98692273,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","AnnaSaraa",0,FALSE,FALSE,NA,NA,"04/24/16","21:10"
"538",538,"@megabus it's YOUR responsibility as a company to send a replacement bus and get this bus out of the ditch",FALSE,1,"AnnaSaraa","2016-04-24 21:10:00",FALSE,7.24e+17,724344783234280960,98692273,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","AnnaSaraa",0,FALSE,FALSE,NA,NA,"04/24/16","21:10"
"539",539,"@megabus then the bus broke down. They were told a tow truck was coming in HALF an hour, and it's been 2.5H and they're still stranded.",FALSE,0,"AnnaSaraa","2016-04-24 21:09:00",FALSE,7.24e+17,724344466216247040,98692273,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","AnnaSaraa",0,FALSE,FALSE,NA,NA,"04/24/16","21:09"
"540",540,"@megabus you guys pretty much have the worst customer experience when it comes to emergencies. My friend's driver went to a dead end",FALSE,0,"megabus","2016-04-24 21:08:00",FALSE,NA,724344320409612032,30965315,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","AnnaSaraa",0,FALSE,FALSE,NA,NA,"04/24/16","21:08"
"541",541,"@megabus Your #NYC departure area at 11th Ave. and 34th St. needs a process improvement plan/project. #chaotic #stressful #inefficient",FALSE,0,"megabus","2016-04-24 21:07:00",FALSE,NA,724343933984201984,30965315,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","SouthPhillyPT",0,FALSE,FALSE,NA,NA,"04/24/16","21:07"
"542",542,"MegaBus life  https://t.co/3LAe35T8Oc",FALSE,0,NA,"2016-04-24 21:03:00",FALSE,NA,724343038982651008,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Broke_Homi_Shiz",0,FALSE,FALSE,NA,NA,"04/24/16","21:03"
"543",543,"Hi Twitter friends- please help @megabus pay attn. There's a busload of now angry folks stuck on NY/CT border and they're not responding.",FALSE,0,NA,"2016-04-24 21:03:00",FALSE,NA,724342935463051008,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","truthfulapricot",0,FALSE,FALSE,NA,NA,"04/24/16","21:03"
"544",544,".@megabus customer service strategy of ""ignore and hope you go away"" isn't proving very effective with this angry bus in Hartford",FALSE,2,NA,"2016-04-24 21:00:00",FALSE,NA,724342339062358016,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Csigs",0,FALSE,FALSE,NA,NA,"04/24/16","21:00"
"545",545,"Dear @megabus everyone on the bus is calling you guys and you're telling them you'll email them a resolution. Please do better.",FALSE,0,NA,"2016-04-24 20:59:00",FALSE,NA,724342106110712960,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","truthfulapricot",0,FALSE,FALSE,NA,NA,"04/24/16","20:59"
"546",546,"@jessica_alice88 I'm getting the Megabus so it'll actually be Victoria FYI",FALSE,0,"jessica_alice88","2016-04-24 20:58:00",FALSE,7.24e+17,724341709166006016,248456827,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","JamieSmiff",0,FALSE,FALSE,NA,NA,"04/24/16","20:58"
"547",547,"Catching up on a classic on my @megabus ride. https://t.co/H9TYiRTd0I",FALSE,0,NA,"2016-04-24 20:57:00",FALSE,NA,724341473647443072,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","bhersc",0,FALSE,FALSE,NA,NA,"04/24/16","20:57"
"548",548,"When did NJ Transit become so damn expensive? I gonna start taking MegaBus more cause $35 round trip is too much.",FALSE,0,NA,"2016-04-24 20:56:00",FALSE,NA,724341380349328896,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","vangelo_",0,FALSE,FALSE,NA,NA,"04/24/16","20:56"
"549",549,"Dear @megabus not ok to let bus full of people sit for over 2 hours bc their driver took a wrong turn and got the bus stuck. Send a bus now!",FALSE,0,NA,"2016-04-24 20:55:00",FALSE,NA,724341122374443008,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","truthfulapricot",0,FALSE,FALSE,NA,NA,"04/24/16","20:55"
"550",550,"@megabus my BF has been stuck on one of your buses for a couple of hours now near the NY/CT border. Please send a new bus-ppl are very upset",FALSE,0,"megabus","2016-04-24 20:53:00",FALSE,NA,724340630655228928,30965315,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","truthfulapricot",0,FALSE,FALSE,NA,NA,"04/24/16","20:53"
"551",551,"Booked at 10 hour 45 mins coach to Paris for 5‰âÂ. Y U do dis Megabus? Y U so cheap? ALMOST 11 HOURS",FALSE,1,NA,"2016-04-24 20:50:00",FALSE,NA,724339732247916032,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","ok_catherine",0,FALSE,FALSE,NA,NA,"04/24/16","20:50"
"552",552,"Spend half my life on the megabus. #luxurious...",FALSE,0,NA,"2016-04-24 20:45:00",FALSE,NA,724338502217960960,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","atsanderson",0,FALSE,FALSE,NA,NA,"04/24/16","20:45"
"553",553,"RT @Martin1Williams: Ive discovered a cure for my fear of flying. 23 hours on a Megabus coach",FALSE,0,NA,"2016-04-24 20:43:00",FALSE,NA,724338016295235072,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","GaryRichardson1",8,TRUE,FALSE,NA,NA,"04/24/16","20:43"
"554",554,"å£8 Megabus to LDN will do me just fine",FALSE,0,NA,"2016-04-24 20:43:00",FALSE,NA,724337942639054080,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","elenaprosser",0,FALSE,FALSE,NA,NA,"04/24/16","20:43"
