,text,favorited,favoriteCount,replyToSN,created,truncated,replyToSID,id,replyToUID,statusSource,screenName,retweetCount,isRetweet,retweeted,longitude,latitude,date,time
423,@megabus .com.         Does the bus go to Magnolia Texas,FALSE,0,megabus,4/27/16 10:18,FALSE,7.03304E+17,725267981035413000,30965315,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M5)</a>",VernonRHaganJr1,0,FALSE,FALSE,NA,NA,4/27/16,10:18:56
424,"@megabus Does the megabus go to the City of Magnolia, Texas....if so when and where and how much??? Thanks",FALSE,0,megabus,4/27/16 10:15,FALSE,7.03304E+17,725267220784238000,30965315,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M5)</a>",VernonRHaganJr1,0,FALSE,FALSE,NA,NA,4/27/16,10:15:54
425,"It is now 11.10am, our bus should have left now but instead we are alllll waiting outside. #firstworldproblems #megabus",FALSE,0,NA,4/27/16 10:12,FALSE,NA,725266312797245000,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",CazMinx,0,FALSE,FALSE,NA,NA,4/27/16,10:12:18
426,I added a video to a @YouTube playlist https://t.co/WIZDQcq0Mc LV65OFU-Ambulance driver being a right knob as I helped MegaBus driver,FALSE,0,NA,4/27/16 10:02,FALSE,NA,725263918503972000,NA,"<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>",londonukwitness,0,FALSE,FALSE,NA,NA,4/27/16,10:02:47
427,Skylar Astin talks to us about his partnership with @MegaBus &amp; his engagement to Anna Camp! https://t.co/5d84TQjeg6 https://t.co/eR4wam58uO,FALSE,7,NA,4/27/16 10:00,FALSE,NA,725263424167510000,NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>",HOLLYWIRE,3,FALSE,FALSE,NA,NA,4/27/16,10:00:49
428,When it smells of cigs so much on the megabus you can practically taste it í _í±ç,FALSE,0,NA,4/27/16 9:31,FALSE,NA,725255952400785000,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",ben_hepworth05,0,FALSE,FALSE,NA,NA,4/27/16,9:31:08
429,the megabus stinks of garlic,FALSE,2,NA,4/27/16 9:21,FALSE,NA,725253402381455000,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",meganisrick,0,FALSE,FALSE,NA,NA,4/27/16,9:21:00
430,@Im_Gggrr Ace. Do Megabus/train not run from near you? https://t.co/L60fliqghq Will let you know hol dates later. Let's make this happen x,FALSE,0,Im_Gggrr,4/27/16 9:06,FALSE,7.25236E+17,725249793853902000,248172280,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",W1ldNat,0,FALSE,FALSE,NA,NA,4/27/16,9:06:40
431,I hope I'll have time to buy Orange vol. 3 before taking megabus.,FALSE,0,NA,4/27/16 9:04,FALSE,NA,725249171750526000,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",finntastinen,0,FALSE,FALSE,NA,NA,4/27/16,9:04:11
432,Who the hell decided to take the Megabus for a damn field trip. I refuse to hear fuckin middle school girls giggle at 4 in the damn morning,FALSE,0,NA,4/27/16 8:43,FALSE,NA,725243868153794000,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",SUM_DewD_iNEW,0,FALSE,FALSE,NA,NA,4/27/16,8:43:07
433,"@Husky_HLWhyte02 Beautiful country, you'll have a fabulous time!!! :D Hope you're travelling by Megabus! ;) J",FALSE,1,Husky_HLWhyte02,4/27/16 8:23,FALSE,7.25036E+17,725238918560514000,4011271587,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>",StagecoachNE,0,FALSE,FALSE,NA,NA,4/27/16,8:23:27
434,@megabus it's 4:03...let's see how long before he lets me in. Just sitting in the cold https://t.co/kKLYlkrDck,FALSE,0,megabus,4/27/16 8:04,FALSE,NA,725234192859148000,30965315,"<a href=""http://www.echofon.com/"" rel=""nofollow"">Echofon</a>",twonsoulo,0,FALSE,FALSE,NA,NA,4/27/16,8:04:40
435,The Megabus was three hours late. I got some words for their asses tomorrow.,FALSE,0,NA,4/27/16 8:00,FALSE,NA,725233220879405000,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",NoMoreMr_NiceTy,0,FALSE,FALSE,NA,NA,4/27/16,8:00:48
436,"@gersmandan Ach, all aboard the Megabus, sharing a carry-oot. Nae probs!",FALSE,1,gersmandan,4/27/16 7:36,FALSE,7.25227E+17,725227138903904000,419903629,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",dmccarthyDR,0,FALSE,FALSE,NA,NA,4/27/16,7:36:38
437,"I'm at MegaBus Stop (New York, NY) w/ 3 others https://t.co/35mGReFubn",FALSE,0,NA,4/27/16 7:30,FALSE,NA,725225529687711000,NA,"<a href=""https://luufy.com/"" rel=""nofollow"">johnofthelegend</a>",johnofthelegend,0,FALSE,FALSE,NA,NA,4/27/16,7:30:14
438,On the early national express bus to glasgow coz it was much cheaper than megabus...and it's a proper national express coach this time,FALSE,1,NA,4/27/16 7:15,FALSE,NA,725221903787548000,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",yo_mikey_,0,FALSE,FALSE,NA,NA,4/27/16,7:15:50
439,"been on the megabus since half 6 and still not even in Leeds yet, pass me a bloody rope í _í¸£",FALSE,2,NA,4/27/16 7:12,FALSE,NA,725221177501868000,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",rrramonaflowers,0,FALSE,FALSE,NA,NA,4/27/16,7:12:57
440,@lizzieannelay figured it would be about that - will have to see how much I get paid. At least a megabus to London from Cardiff is only Â£3!,FALSE,0,lizzieannelay,4/27/16 6:41,FALSE,7.25088E+17,725213147976634000,20726189,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",behblinny,0,FALSE,FALSE,NA,NA,4/27/16,6:41:02
441,@brucejenner1976 LMAO NOOOO megabus is the worstí _í¸‚í _í¸‚,FALSE,0,NA,4/27/16 5:59,FALSE,NA,725202790340038000,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",amytheApple,0,FALSE,FALSE,NA,NA,4/27/16,5:59:53
442,i almost missed my megabus typical frank,FALSE,0,NA,4/27/16 5:51,FALSE,NA,725200641107308000,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",frnkrmustdie,0,FALSE,FALSE,NA,NA,4/27/16,5:51:21
443,@Demigodace megabus I'm thinking,FALSE,0,Demigodace,4/27/16 5:47,FALSE,7.25199E+17,725199780637511000,27292620,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",ItsJustKent,0,FALSE,FALSE,NA,NA,4/27/16,5:47:55
444,Skylar Astin talks to us about his partnership with @MegaBus &amp; his engagement to Anna Camp! https://t.co/5d84TQjeg6 https://t.co/6oVkr0jVDl,FALSE,5,NA,4/27/16 5:00,FALSE,NA,725187835138072000,NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>",HOLLYWIRE,1,FALSE,FALSE,NA,NA,4/27/16,5:00:27
445,@pennyjilling @makeartanddie megabus is so much fun no one bothers u at all,FALSE,1,pennyjilling,4/27/16 4:07,FALSE,7.25174E+17,725174436626747000,2186751959,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",frankl0tion,0,FALSE,FALSE,NA,NA,4/27/16,4:07:13
446,"""@pintsizedpilot: https://t.co/n3xm6xdRIW:Safe Cost-Effective Road Trip Alternative https://t.co/t8Apfll7R1 via @backroadplanet"" trend2watch",FALSE,1,NA,4/27/16 4:03,FALSE,NA,725173444250206000,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",yourtechmama,0,FALSE,FALSE,NA,NA,4/27/16,4:03:16
447,I got a modern megabus with plug sockets and Wi-Fi I am BLESSED,FALSE,0,NA,4/27/16 3:44,FALSE,NA,725168752715767000,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",nocaptaincunt,0,FALSE,FALSE,NA,NA,4/27/16,3:44:38
448,"A Megabus reference on @nprpolitics' coverage of the five primaries?
Awesome.",FALSE,0,NA,4/27/16 2:11,FALSE,NA,725145354430222000,NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>",witfnews,0,FALSE,FALSE,NA,NA,4/27/16,2:11:39
449,@actioncookbook yeah sounds like the Megabus primary to me,FALSE,0,actioncookbook,4/27/16 1:41,FALSE,7.25138E+17,725137829307666000,25564232,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",thesarahkelly,0,FALSE,FALSE,NA,NA,4/27/16,1:41:45
450,"Since I've never been on the Acela, I'm going to have to refer to tonight as the Megabus primary.",FALSE,3,NA,4/27/16 1:21,FALSE,NA,725132679205801000,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",lahoare,0,FALSE,FALSE,NA,NA,4/27/16,1:21:17
451,@TheBrooklynLife i see it on wiki. nice! and it's a huge megabus stop!,FALSE,0,TheBrooklynLife,4/27/16 1:17,FALSE,7.25131E+17,725131778961207000,355729031,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",thewarz0ne,0,FALSE,FALSE,NA,NA,4/27/16,1:17:43
452,Megabus line getting way too hip. https://t.co/f6E8lPTv4z,FALSE,0,NA,4/27/16 1:11,FALSE,NA,725130261038399000,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",lauren_machi,0,FALSE,FALSE,NA,NA,4/27/16,1:11:41
453,@megabus Booked a trip Toronto to Montreal with reserved seating to find out that my seat is taken by someone who wouldn't move! Horrible.,FALSE,0,megabus,4/27/16 0:46,FALSE,NA,725123802062045000,30965315,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",ghalyoon,0,FALSE,FALSE,NA,NA,4/27/16,0:46:01
454,There's a Megabus going to Washington D.C outside this gas station. 30 retweets and I'll jump on it,FALSE,0,NA,4/27/16 0:09,FALSE,NA,725114523900891000,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",WadsworthShelby,0,FALSE,FALSE,NA,NA,4/27/16,0:09:09
455,I liked a @YouTube video from @londonukwitness https://t.co/tiwKebq4gD LV65OFU-Ambulance driver being a right knob as I helped MegaBus,FALSE,0,NA,4/26/16 23:54,FALSE,NA,725110905193783000,NA,"<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>",Jason_Gaskell,0,FALSE,FALSE,NA,NA,4/26/16,23:54:46
456,@billacookie Hello. Please follow and DM us with the reservation number.,FALSE,0,billacookie,4/26/16 23:46,FALSE,7.25101E+17,725108732292698000,2670691866,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>",megabus,0,FALSE,FALSE,NA,NA,4/26/16,23:46:08
457,I don't give a fizzzNUCK ! I will megabus for a plate  https://t.co/bSxFj9lDaK,FALSE,0,NA,4/26/16 23:45,FALSE,NA,725108512544665000,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",__JalisaRenae,1,FALSE,FALSE,NA,NA,4/26/16,23:45:15
458,Waiting for returns from today's Megabus Primary is like being in a Megabus stuck in I-95 traffic,FALSE,2,NA,4/26/16 23:38,FALSE,NA,725106706259177000,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",MattLaslo,0,FALSE,FALSE,NA,NA,4/26/16,23:38:05
459,A low point in my life was sh*tting myself at my first film festival. @megabus was there. Read on..,FALSE,1,NA,4/26/16 23:38,FALSE,NA,725106687506550000,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",alhell,0,FALSE,FALSE,NA,NA,4/26/16,23:38:00
460,so i thought iâ€™d try @Megabus for the first time &amp; my trip was only 40 bones - a damn steal.,FALSE,0,NA,4/26/16 23:33,FALSE,NA,725105622929268000,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",alhell,0,FALSE,FALSE,NA,NA,4/26/16,23:33:46
461,@angela_rose06 I've been looking at either greyhound or the megabus which is Atlantic casino bus the greyhound seems a better drop off,FALSE,1,angela_rose06,4/26/16 23:32,FALSE,7.25104E+17,725105422504366000,1158614941,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",likeswaffles,1,FALSE,FALSE,NA,NA,4/26/16,23:32:59
462,finally the Megabus gets there. i have to fight someone out of my prime front row seat &amp; it gets slightly heated,FALSE,0,NA,4/26/16 23:32,FALSE,NA,725105228878626000,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",alhell,0,FALSE,FALSE,NA,NA,4/26/16,23:32:13
463,"the ride was TOTALLY smooth. i canâ€™t recommend megabus enough. way better than uber, for long distances, IMO",FALSE,4,NA,4/26/16 23:31,FALSE,NA,725105145957208000,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",alhell,0,FALSE,FALSE,NA,NA,4/26/16,23:31:53
464,festival screenings happened. took megabus home that very night. rolled straight into work at my office the next morning,FALSE,0,NA,4/26/16 23:21,FALSE,NA,725102552665231000,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",alhell,0,FALSE,FALSE,NA,NA,4/26/16,23:21:34
465,What the hell is happening with @megabus between Cardiff and birmingham my bf has server anxiety and is left out in the cold for 3 hours.,FALSE,0,NA,4/26/16 23:14,FALSE,NA,725100837777854000,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",billacookie,0,FALSE,FALSE,NA,NA,4/26/16,23:14:46
466,Megabus on wheels. Heard it's horrible  https://t.co/Pe5U6EdwkG,FALSE,0,NA,4/26/16 23:10,FALSE,NA,725099857174622000,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",WhyUMadThough,2,FALSE,FALSE,NA,NA,4/26/16,23:10:52
467,I saw #boltbus primary. I also recommend #megabus primary. Cuz like who can afford the Acela? https://t.co/0tHnsFJzr0,FALSE,4,NA,4/26/16 22:54,FALSE,NA,725095786569195000,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",fmh94,0,FALSE,FALSE,NA,NA,4/26/16,22:54:41
468,"Which implies slower, less reliable returns: BoltBus or MegaBus primary ? https://t.co/DI56IUjqds",FALSE,0,NA,4/26/16 22:48,FALSE,NA,725094254960320000,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",mikemadowitz,0,FALSE,FALSE,NA,NA,4/26/16,22:48:36
469,"Had a feeling wouldn't be worth paying more for reserved bus seat. Oh well. Megabus still one of best deals in town. See you soon, Beantown.",FALSE,0,NA,4/26/16 22:17,FALSE,NA,725086324466798000,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",ColeRosengren,0,FALSE,FALSE,NA,NA,4/26/16,22:17:05
470,@brfreed showing your elitismâ€_no Chinatown Bus? Megabus? :),FALSE,1,brfreed,4/26/16 22:07,FALSE,7.25084E+17,725083966269698000,14207809,"<a href=""http://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>",RealDarrenCohen,0,FALSE,FALSE,NA,NA,4/26/16,22:07:43
471,"""Luke Turner you're a cunt go fuck Shia LaBeouf. I'm never coming back to London I'm going to block him on Facebook"" LDN - CWM 11pm Megabus.",FALSE,4,worndowntoys,4/26/16 22:03,FALSE,7.25064E+17,725082923448279000,210176807,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",worndowntoys,0,FALSE,FALSE,NA,NA,4/26/16,22:03:34
472,@hats_xo I will pay for your megabus (soz money too tight for train atm lol) x x x,FALSE,0,hats_xo,4/26/16 21:58,FALSE,7.25081E+17,725081654801391000,168153528,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",AmyyyGibson,0,FALSE,FALSE,NA,NA,4/26/16,21:58:32
473,the megabus primary,FALSE,8,NA,4/26/16 21:53,FALSE,NA,725080467607814000,NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",nickfountain,3,FALSE,FALSE,NA,NA,4/26/16,21:53:49
474,I love watching the peasants board the normal MegaBus whilst I stroll on my one with a bed and free muffins,FALSE,0,NA,4/26/16 21:47,FALSE,NA,725078837512556000,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",TheShadowMoses,0,FALSE,FALSE,NA,NA,4/26/16,21:47:20
475,They could have called it the  MegaBus Primary but the results would have been delayed something like 8-10 weeks https://t.co/8xGE3DSvqF,FALSE,1,NA,4/26/16 21:47,FALSE,NA,725078772614094000,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FarragutWest,0,FALSE,FALSE,NA,NA,4/26/16,21:47:05
476,Professor zaman to me to make this whole megabus smell like curry.,FALSE,0,NA,4/26/16 21:43,FALSE,NA,725077857664421000,NA,"<a href=""https://twitter.com/ZarinaMuhammad"" rel=""nofollow"">ZARINA BOT 3002</a>",ZarunaM,0,FALSE,FALSE,NA,NA,4/26/16,21:43:27
477,@varuen Unfortunately we do not stop at port authority from Toronto.,FALSE,0,varuen,4/26/16 21:40,FALSE,7.2507E+17,725077104426115000,59419185,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>",megabus,0,FALSE,FALSE,NA,NA,4/26/16,21:40:27
478,@megabus how about treating your riders with respect first,FALSE,0,megabus,4/26/16 21:39,FALSE,7.23518E+17,725076882815877000,30965315,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",viviabbott,0,FALSE,FALSE,NA,NA,4/26/16,21:39:34
479,@megabus I am planning for trip from Toronto to New york. Do we have a stop at port authority bus terminal in new york?,FALSE,0,megabus,4/26/16 21:10,FALSE,NA,725069660669005000,30965315,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",varuen,0,FALSE,FALSE,NA,NA,4/26/16,21:10:52
480,"For hassle-free transportation to and from #HOH14 on May 7th, use MegaBus! https://t.co/Uw8F5xc12z @HouseofHardcore https://t.co/vsOjxY79e1",FALSE,1,NA,4/26/16 21:10,FALSE,NA,725069524953882000,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",AndrewKingHOH,0,FALSE,FALSE,NA,NA,4/26/16,21:10:20
481,Pro tip no.4: embarass yourself by trying to see if there are 2 levels on the megabus and wake everyone up by falling down the stairs,FALSE,5,NA,4/26/16 20:56,FALSE,NA,725065993664475000,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",kitty_cat_carly,0,FALSE,FALSE,NA,NA,4/26/16,20:56:18
482,Make it disappear on a megabusí _í__,FALSE,0,NA,4/26/16 20:44,FALSE,NA,725062917867991000,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",wave_tana,0,FALSE,FALSE,NA,NA,4/26/16,20:44:05
483,@CallMe__SJ better than a Â£10 return Megabus to and from Manchester etc? I'm afraid I am not,FALSE,0,CallMe__SJ,4/26/16 20:42,FALSE,7.25062E+17,725062459560701000,192942246,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",TweetsOfIsaac,0,FALSE,FALSE,NA,NA,4/26/16,20:42:16
484,"@shirameicarlos @sugoimoto currently discussing paris with my flatmates, would you guys be up for getting a megabus? dirty cheap + 6 hours!",FALSE,3,shirameicarlos,4/26/16 20:30,FALSE,NA,725059491738296000,527738549,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",lazarushearts,0,FALSE,FALSE,NA,NA,4/26/16,20:30:28
485,"In the famous words of South Carolina crazy megabus guy, ""I needs me a cigarette and some MACdonalds"" í _í¸“í _í¸“",FALSE,0,NA,4/26/16 20:28,FALSE,NA,725058907262074000,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",MelissaYannetti,0,FALSE,FALSE,NA,NA,4/26/16,20:28:09
486,@StaceyT6 that's fine I can't do Friday anyways just Sunday would be preferable for my schedule -it's two and a half hours on the megabus,FALSE,0,StaceyT6,4/26/16 20:23,FALSE,7.25053E+17,725057820899442000,385104994,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",likeswaffles,0,FALSE,FALSE,NA,NA,4/26/16,20:23:50
487,You have $160 and spend 50 in the megabus that leaves enough for food and a movie..maybe,FALSE,0,NA,4/26/16 20:13,FALSE,NA,725055311489409000,NA,"<a href=""http://tweetlogix.com"" rel=""nofollow"">Tweetlogix</a>",DevinDavinci,0,FALSE,FALSE,NA,NA,4/26/16,20:13:51
488,Fly out? Nigga Megabus tickets are $50,FALSE,0,NA,4/26/16 20:13,FALSE,NA,725055126151528000,NA,"<a href=""http://tweetlogix.com"" rel=""nofollow"">Tweetlogix</a>",DevinDavinci,0,FALSE,FALSE,NA,NA,4/26/16,20:13:07
489,@bigj_atcc tell her to Megabus it down,FALSE,3,bigj_atcc,4/26/16 20:12,FALSE,7.25054E+17,725054985109667000,3233694894,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",DoNnYL0gAn,1,FALSE,FALSE,NA,NA,4/26/16,20:12:33
490,"The megabus just turned off, then turned back on blaring future. It was like we were possessed.",FALSE,10,NA,4/26/16 20:09,FALSE,NA,725054274577813000,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",pablodiablo94,2,FALSE,FALSE,NA,NA,4/26/16,20:09:44
491,"@Collin_Beck95 @tadrado @Hosko_Dash @_ryan_mccord_ @1RichCreamies5 @_Linnny_ Ubering down to the megabus now, see you in 5 hours Tad",FALSE,5,Collin_Beck95,4/26/16 20:09,FALSE,7.25054E+17,725054266751197000,537738310,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",G_Koko_,0,FALSE,FALSE,NA,NA,4/26/16,20:09:42
492,"@Jess_swinbank megabus to inverness is Â£20, you in???",FALSE,2,Jess_swinbank,4/26/16 20:06,FALSE,7.25052E+17,725053492914692000,2906938626,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",fakeizzysmith,0,FALSE,FALSE,NA,NA,4/26/16,20:06:38
493,"@Redistrict @TedNesi ""Megabus Primary"" doesn't sound as clean.",FALSE,1,Redistrict,4/26/16 19:49,FALSE,7.24964E+17,725049253471637000,74820061,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",PerryRussom,0,FALSE,FALSE,NA,NA,4/26/16,19:49:47
494,I just want to know if this megabus has two levels but I'm too scared to get up and look people will stare,FALSE,1,NA,4/26/16 19:49,FALSE,NA,725049243430469000,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",kitty_cat_carly,0,FALSE,FALSE,NA,NA,4/26/16,19:49:45
495,Defo getting a one way megabus ticket to Birmingham.,FALSE,0,NA,4/26/16 19:48,FALSE,NA,725048926991192000,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",MissRikkiRose,0,FALSE,FALSE,NA,NA,4/26/16,19:48:29
496,Onna Megabus by myself with the paints in my bag,FALSE,0,NA,4/26/16 19:32,FALSE,NA,725044979635122000,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",DOOOODIE_,0,FALSE,FALSE,NA,NA,4/26/16,19:32:48
497,"I wonâ€™t fly you out, but I will Megabus you out. Bring a pillow and your own toilet paper.",FALSE,0,NA,4/26/16 19:27,FALSE,NA,725043629128081000,NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",theblackmurse,0,FALSE,FALSE,NA,NA,4/26/16,19:27:26
498,"@LFBarfe When I was taking the Megabus regularly last year, the power-sockets followed the 80/20 rule (at least 20% would be knackered).",FALSE,0,LFBarfe,4/26/16 19:26,FALSE,7.25025E+17,725043305722068000,24115508,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",tawalker,0,FALSE,FALSE,NA,NA,4/26/16,19:26:09
499,"Traveling a total of 19 hours from West Oakland BART, megabus to LAX, then NRT, but still looking more forward than the 14hr Seattle drive w",FALSE,4,NA,4/26/16 19:16,FALSE,NA,725040916256313000,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",DaKree,0,FALSE,FALSE,NA,NA,4/26/16,19:16:39
500,cheapest way for me to get to london right now is to megabus it for a Â£20 return but it's nearly a ten hour journey,FALSE,2,NA,4/26/16 19:16,FALSE,NA,725040843116175000,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",caIumvocaIs,0,FALSE,FALSE,NA,NA,4/26/16,19:16:22
501,@pxrtition megabus it plus you wouldnt have to worry about missing the last train,FALSE,0,pxrtition,4/26/16 18:52,FALSE,7.25035E+17,725034831650918000,1523244686,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",SUFFRAGETTEClTY,0,FALSE,FALSE,NA,NA,4/26/16,18:52:29
502,If you poop on a megabus I just want you to know you are the worst person in the world.,FALSE,0,NA,4/26/16 18:46,FALSE,NA,725033428949827000,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Rach7995,0,FALSE,FALSE,NA,NA,4/26/16,18:46:54
503,Geeked as fukk on the megabus í _í¸_í _í¸Å,FALSE,0,NA,4/26/16 18:35,FALSE,NA,725030675481399000,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",o__olim,0,FALSE,FALSE,NA,NA,4/26/16,18:35:58
504,"""I MAKE A HUNNID BAG JUUG DISAPPEAR ON THE MEGABUS"" https://t.co/9txPxJ5ZcT",FALSE,0,NA,4/26/16 18:35,FALSE,NA,725030659413184000,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",TwanTargaryen,0,FALSE,FALSE,NA,NA,4/26/16,18:35:54
505,I liked a @YouTube video from @londonukwitness https://t.co/WIZDQcq0Mc LV65OFU-Ambulance driver being a right knob as I helped MegaBus,FALSE,0,NA,4/26/16 18:32,FALSE,NA,725029860448567000,NA,"<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>",londonukwitness,0,FALSE,FALSE,NA,NA,4/26/16,18:32:43
506,LV65OFU-Ambulance driver being a right knob as I helped MegaBus driver: https://t.co/WIZDQcq0Mc via @YouTube,FALSE,1,NA,4/26/16 18:32,FALSE,NA,725029799375294000,NA,"<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>",londonukwitness,1,FALSE,FALSE,NA,NA,4/26/16,18:32:29
507,"""I am getting cheese like a megabus, remember me when i didn't have buck."" - Stuff i wanna into my rap",FALSE,1,NA,4/26/16 18:31,FALSE,NA,725029647054827000,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Snapback707,0,FALSE,FALSE,NA,NA,4/26/16,18:31:52
